City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,megion,61.0296,76.1136,9.01,41,98,3.11,RU,1684953132
280,kimovsk,53.9716,38.5319,14.45,88,22,1.25,RU,1684953132
281,ta`u,-14.2336,-169.5144,26.88,79,100,1.58,AS,1684953132
282,vila velha,-20.3297,-40.2925,25.97,75,40,4.12,BR,1684953053
283,port pirie,-33.1833,138.0167,16.17,44,100,8.34,AU,1684953133
284,walvis bay,-22.9575,14.5053,13.94,88,45,1.03,NA,1684953133
285,stephenville,32.2207,-98.2023,26.07,66,75,2.57,US,1684953031
286,dunedin,-45.8742,170.5036,10.45,70,100,0.89,NZ,1684953006
287,chita,52.0333,113.55,6.94,56,32,4.0,RU,1684953134
288,hasaki,35.7333,140.8333,13.45,60,100,0.96,JP,1684953134
289,sandnessjoen,66.0217,12.6316,7.58,87,75,11.32,NO,1684953135
290,fuyang,32.9,115.8167,14.64,88,1,1.7,CN,1684953135
291,kuressaare,58.2481,22.5039,17.97,72,9,1.54,EE,1684953140
292,el porvenir,13.7617,-87.3458,33.63,44,90,3.23,HN,1684953140
293,belgrade,44.804,20.4651,20.81,79,20,2.57,RS,1684953141
294,khovd,48.0056,91.6419,9.54,54,89,1.64,MN,1684953141
295,son la,21.3167,103.9,21.27,96,100,0.97,VN,1684953141
296,al jawf,29.5,38.75,27.53,25,24,5.04,SA,1684953141
297,sidi akkacha,36.4647,1.3026,20.16,78,39,3.24,DZ,1684953142
298,mawu,29.5923,107.3139,18.86,84,95,1.71,CN,1684953143
299,carutapera,-1.195,-46.02,26.11,85,97,3.71,BR,1684953144
300,yaren,-0.5472,166.916,27.85,78,100,4.89,NR,1684953145
301,salahonda,2.1019,-78.7217,27.65,79,30,4.28,CO,1684953145
302,la ronge,55.1001,-105.2842,10.12,81,100,3.6,CA,1684953146
303,tynda,55.1667,124.7167,3.79,92,90,0.94,RU,1684953146
304,medicine hat,50.0501,-110.6683,15.24,67,100,5.66,CA,1684953146
305,harstad,68.799,16.5293,7.31,95,44,16.09,NO,1684953147
306,vorgashor,67.5833,63.95,9.32,77,1,3.47,RU,1684953147
307,freetown,8.484,-13.2299,29.84,79,40,6.17,SL,1684953147
308,thinadhoo,0.5333,72.9333,28.43,74,100,3.13,MV,1684953149
309,sabha,27.0377,14.4283,31.59,8,91,4.88,LY,1684953150
310,sechura,-5.5569,-80.8222,28.56,58,51,4.75,PE,1684953150
311,colonia,50.9333,6.95,14.97,61,0,3.09,DE,1684952882
312,flin flon,54.7682,-101.865,15.91,41,75,4.12,CA,1684953151
313,onega,63.9061,38.1404,14.64,64,0,2.0,RU,1684953152
314,vientiane,17.9667,102.6,28.91,79,34,1.68,LA,1684953023
315,kouango,4.9934,19.9619,26.81,62,62,1.08,CF,1684953152
316,at taj,24.2049,23.2857,31.02,10,99,5.81,LY,1684953152
317,petropavlovsk-kamchatsky,53.0452,158.6483,1.33,87,20,3.0,RU,1684953051
318,la passe,45.5549,-0.8967,21.13,67,100,7.12,FR,1684953153
319,muynoq,43.7683,59.0214,22.04,44,2,4.97,UZ,1684953153
320,kalmunai,7.4167,81.8167,26.96,81,2,3.63,LK,1684953153
321,ratnapura,6.6828,80.3992,24.75,95,9,0.64,LK,1684953154
322,betio village,1.358,172.9211,27.02,87,100,4.29,KI,1684953154
323,vilyuysk,63.7553,121.6247,1.67,61,93,1.99,RU,1684953155
324,broome,42.2506,-75.833,22.21,52,75,7.72,US,1684953155
325,arno,60.1167,18.6333,12.1,52,72,6.05,SE,1684953155
326,cabo san lucas,22.8909,-109.9124,33.17,25,40,6.69,MX,1684953155
327,bathsheba,13.2167,-59.5167,30.34,74,40,4.12,BB,1684953155
328,fale old settlement,-9.3852,-171.2468,27.17,78,60,2.22,TK,1684953156
329,formosa do rio preto,-11.0483,-45.1931,32.74,31,51,4.24,BR,1684953156
330,helena valley southeast,46.6153,-111.9216,19.88,56,20,3.09,US,1684953156
331,klyuchi,52.2667,79.1667,14.99,45,25,3.92,RU,1684953157
332,codrington,-38.2667,141.9667,14.45,49,100,8.41,AU,1684953157
333,karoi,-16.8099,29.6925,16.32,59,0,0.86,ZW,1684953157
334,aasiaat,68.7098,-52.8699,-0.13,74,67,4.46,GL,1684953158
335,piti village,13.4626,144.6933,26.49,94,100,14.92,GU,1684953158
336,val-d'or,48.1002,-77.7828,5.05,65,75,7.2,CA,1684952942
337,peterhead,57.5058,-1.7981,14.22,82,3,4.1,GB,1684953158
338,camacupa,-12.0167,17.4833,17.42,39,5,2.05,AO,1684953159
339,tommot,58.9564,126.2925,1.54,84,76,0.45,RU,1684953159
340,aioun,16.6614,-9.6149,37.9,14,93,5.4,MR,1684953160
341,bereznik,62.8551,42.7072,15.14,86,100,2.35,RU,1684953160
342,alice springs,-23.7,133.8833,4.75,70,0,2.0,AU,1684953161
343,inhambane,-23.865,35.3833,21.89,77,0,5.08,MZ,1684953161
344,barclayville,4.6797,-8.2339,26.59,88,100,2.98,LR,1684953161
345,kudymkar,59.0173,54.656,17.31,58,35,2.74,RU,1684953103
346,kotido,2.9806,34.1331,21.6,74,37,2.61,UG,1684953161
347,utrik,11.2278,169.8474,27.39,79,98,6.66,MH,1684953161
348,san antonio de pale,-1.4014,5.6325,26.95,85,100,3.0,GQ,1684953161
349,ingeniero guillermo n. juarez,-23.9,-61.85,30.96,42,92,6.95,AR,1684953161
350,kangding,30.0513,101.9603,12.21,84,99,1.83,CN,1684953162
351,axim,4.8699,-2.2405,26.84,86,100,3.08,GH,1684953162
352,dampit,-8.2116,112.7493,21.19,98,82,1.42,ID,1684953162
353,gamba,-2.65,10.0,25.47,92,100,2.32,GA,1684953162
354,manismata,-2.4667,111.0333,23.6,94,100,0.9,ID,1684953162
355,udachny,66.4167,112.4,1.36,80,96,4.83,RU,1684953162
356,nova vicosa,-17.8919,-39.3719,23.74,85,12,6.07,BR,1684953162
357,pailon,-17.65,-62.75,31.5,63,100,4.89,BO,1684953162
358,adamovka,51.5223,59.9396,17.62,41,6,2.58,RU,1684953163
359,hami,42.8,93.45,20.77,18,0,6.29,CN,1684953163
360,haisyn,48.8114,29.3898,16.72,86,70,2.15,UA,1684953163
361,chegdomyn,51.1167,133.0167,10.17,94,21,1.35,RU,1684953133
362,homer,59.6425,-151.5483,10.43,78,100,2.68,US,1684952880
363,haiku-pauwela,20.9219,-156.3051,25.02,67,20,7.72,US,1684953163
364,illizi,26.4833,8.4667,32.89,10,100,4.41,DZ,1684953163
365,maragogi,-9.0122,-35.2225,26.12,85,19,3.17,BR,1684953163
366,shingu,33.7333,135.9833,17.25,63,100,0.9,JP,1684953164
367,ciudad lazaro cardenas,17.9583,-102.2,30.88,58,100,4.35,MX,1684953164
368,progreso,21.2833,-89.6667,34.06,58,17,4.97,MX,1684952991
369,la sarre,48.8002,-79.1996,10.47,29,0,6.17,CA,1684953009
370,whakatane,-37.9585,176.9854,9.32,99,8,3.27,NZ,1684953164
371,sosnovo-ozerskoye,52.5249,111.5418,2.1,66,100,5.69,RU,1684953164
372,lubao,14.9167,120.55,27.04,85,95,0.61,PH,1684953164
373,tindouf,27.6711,-8.1474,28.25,17,0,9.77,DZ,1684953164
374,alesund,62.4723,6.1549,10.08,69,40,11.83,NO,1684952935
375,tabou,4.423,-7.3528,26.98,87,100,4.05,CI,1684953165
376,les cayes,18.2,-73.75,29.45,67,36,4.88,HT,1684953165
377,ust'-kut,56.7938,105.7672,2.56,91,100,2.66,RU,1684953165
378,abong mbang,3.9833,13.1833,23.63,84,96,1.77,CM,1684953165
379,badger,64.8,-147.5333,16.67,47,75,1.03,US,1684953165
380,vila franca do campo,37.7167,-25.4333,18.23,74,62,3.55,PT,1684953165
381,punta del este,-34.9667,-54.95,22.06,82,0,1.34,UY,1684953002
382,maunabo,18.0072,-65.8993,30.92,82,7,3.25,PR,1684953038
383,hanzhong,33.0728,107.0303,15.64,92,100,0.48,CN,1684953165
384,pudozh,61.8099,36.5345,15.06,86,100,0.49,RU,1684953166
385,marsabit,2.3284,37.9899,21.66,54,74,6.47,KE,1684953166
386,topolobampo,25.6,-109.05,32.95,29,75,3.6,MX,1684953166
387,oranjemund,-28.55,16.4333,12.85,85,100,1.27,NA,1684953171
388,chul'man,56.8479,124.9104,-1.13,93,8,0.62,RU,1684953171
389,pesaro,43.9036,12.8903,22.19,77,99,0.89,IT,1684953171
390,nampula,-15.1165,39.2666,20.97,83,0,3.09,MZ,1684953171
391,bubaque,11.2833,-15.8333,27.89,73,100,7.08,GW,1684953171
392,raduzhny,62.0961,77.475,7.41,55,100,3.66,RU,1684953172
393,arica,-18.475,-70.3042,23.75,68,75,5.66,CL,1684953095
394,kuraymah,18.55,31.85,37.86,11,23,3.71,SD,1684953172
395,boca do acre,-8.7522,-67.3978,24.57,94,100,1.59,BR,1684953172
396,carauari,-4.8828,-66.8958,26.63,93,98,1.45,BR,1684952998
397,fort bragg,35.139,-79.006,26.08,26,0,5.14,US,1684953172
398,touros,-5.1989,-35.4608,27.93,70,50,4.58,BR,1684953162
399,kondoa,-4.9,35.7833,16.62,76,22,1.91,TZ,1684953172
400,mount pearl,47.5166,-52.7813,10.81,78,20,3.09,CA,1684953172
401,south daytona,29.1658,-81.0045,26.72,88,75,6.69,US,1684953172
402,pangai,-19.8,-174.35,24.06,78,40,0.0,TO,1684953172
403,taltal,-25.4,-70.4833,19.9,68,24,2.44,CL,1684953172
404,sorong,-0.8833,131.25,26.23,89,60,4.15,ID,1684953173
405,acarau,-2.8856,-40.12,28.0,78,68,6.06,BR,1684953084
406,oltinko'l,40.8011,72.1634,22.63,31,0,1.76,UZ,1684953173
407,pacific grove,36.6177,-121.9166,15.01,77,100,3.13,US,1684953036
408,wotho,10.1657,166.0102,27.76,79,100,7.0,MH,1684953173
409,necochea,-38.5473,-58.7368,19.64,73,100,1.46,AR,1684953173
410,niafunke,15.9322,-3.9906,38.38,12,6,3.88,ML,1684953173
411,happy valley-goose bay,53.3168,-60.3315,9.17,81,100,2.57,CA,1684953173
412,egilsstadir,65.2653,-14.3948,7.95,36,75,9.77,IS,1684953173
413,qamdo,31.1667,97.2333,3.76,39,0,2.28,CN,1684953173
414,nuuk,64.1835,-51.7216,5.34,52,75,2.57,GL,1684953044
415,el alto,-4.2714,-81.2147,29.81,69,69,6.45,PE,1684953173
416,mount isa,-20.7333,139.5,11.87,62,0,0.51,AU,1684953174
417,soligalich,59.0778,42.2864,14.98,96,10,1.82,RU,1684953174
418,chernyshevskiy,63.0128,112.4714,2.15,95,69,4.7,RU,1684953174
419,ulladulla,-35.35,150.4667,13.16,48,38,3.97,AU,1684953174
420,calca,-13.3333,-71.95,20.64,59,94,2.38,PE,1684953174
421,rehoboth,-23.3167,17.0833,18.91,34,100,4.73,NA,1684953174
422,beira,-19.8436,34.8389,25.05,100,20,5.14,MZ,1684953174
423,reggane,26.7158,0.1714,30.56,11,100,4.89,DZ,1684953174
424,north bay,46.3168,-79.4663,9.41,52,20,7.2,CA,1684953076
425,poronaysk,49.2167,143.1167,7.68,80,85,0.93,RU,1684953174
426,eureka,40.8021,-124.1637,15.9,75,7,2.24,US,1684953174
427,kaspiyskiy,45.3929,47.3707,21.93,64,76,2.52,RU,1684953175
428,al ghayzah,16.2079,52.176,29.46,72,5,5.89,YE,1684953175
429,sonoita,31.85,-112.8333,31.7,14,0,8.37,MX,1684953175
430,rio gallegos,-51.6226,-69.2181,6.03,65,0,4.12,AR,1684952880
431,taulaga,-11.0553,-171.0883,27.49,70,60,2.08,AS,1684953175
432,floro,61.5996,5.0328,10.68,81,40,10.29,NO,1684953175
433,alo,7.4178,6.7371,29.26,68,87,1.2,NG,1684953175
434,mil'kovo,55.6078,37.7956,19.22,92,0,1.67,RU,1684953175
435,akbarabad,29.2464,52.7793,25.79,21,89,1.88,IR,1684953175
436,peniche,39.3558,-9.3811,25.04,77,66,4.77,PT,1684953175
437,hansot,21.5833,72.8,29.73,72,0,7.13,IN,1684953175
438,khanty-mansiysk,61.0042,69.0019,12.06,100,20,0.0,RU,1684953175
439,kiunga,-6.1219,141.2906,22.0,99,99,0.89,PG,1684953176
440,tremonton,41.7119,-112.1655,23.99,60,0,2.68,US,1684953176
441,sorochinsk,52.4338,53.1583,18.55,49,0,3.76,RU,1684953176
442,fort st. john,56.2499,-120.8529,13.94,72,75,4.12,CA,1684953176
443,tallahassee,30.4383,-84.2807,26.91,73,75,5.66,US,1684953123
444,guerrero negro,27.9769,-114.0611,19.89,55,17,5.91,MX,1684953176
445,sinop,41.7711,34.8709,12.13,92,100,0.96,TR,1684953176
446,jinchang,38.4953,102.1739,12.96,28,98,3.7,CN,1684953176
447,beloyarskiy,63.7119,66.6722,10.97,82,42,2.08,RU,1684953176
448,voi,-3.3945,38.563,21.7,82,0,2.99,KE,1684953176
449,rongelap,11.1635,166.8941,27.64,78,100,6.96,MH,1684953176
450,calliope,-24.0,151.2,13.72,82,0,3.6,AU,1684953176
451,tecolotlan,20.2167,-104.05,33.45,18,100,2.38,MX,1684953176
452,berezovyy,51.6667,135.7,8.43,95,96,1.37,RU,1684953177
453,galesong,-5.3166,119.3661,25.01,82,54,1.97,ID,1684953177
454,el nido,11.1858,119.3956,27.79,78,69,2.36,PH,1684953177
455,puerto lempira,15.2667,-83.7667,32.08,62,20,5.14,HN,1684953177
456,sa'dah,16.9402,43.7639,20.32,52,11,0.99,YE,1684953177
457,nar'yan-mar,67.6713,53.087,13.93,90,18,4.74,RU,1684953177
458,xinqing,48.2333,129.5,17.31,46,88,4.32,CN,1684953177
459,tokmak,47.2514,35.7058,16.41,95,100,2.92,UA,1684953177
460,kenai,60.5544,-151.2583,9.05,85,100,5.66,US,1684953080
461,saynshand,44.8824,110.1163,11.77,57,100,7.41,MN,1684953177
462,cukai,4.25,103.4167,27.97,88,73,2.23,MY,1684953177
463,onokhoy,51.932,108.0747,1.86,90,100,2.05,RU,1684953177
464,bafq,31.6128,55.4107,31.06,14,79,3.45,IR,1684953178
465,suva,-18.1416,178.4415,21.71,94,75,2.57,FJ,1684953178
466,lishui,28.4604,119.9103,15.4,93,9,0.35,CN,1684953178
467,cambria,35.5641,-121.0808,15.84,81,37,2.68,US,1684953178
468,palpala,-24.2565,-65.2116,25.57,54,20,3.6,AR,1684953178
469,belmonte,-15.8631,-38.8828,26.52,68,40,3.34,BR,1684952938
470,abay,49.6311,72.8539,9.21,41,6,2.6,KZ,1684953178
471,anamur,36.0751,32.8369,20.35,73,0,3.04,TR,1684953178
472,huicheng,23.0385,116.2899,22.44,94,43,2.25,CN,1684953178
473,taupo,-38.6833,176.0833,6.83,86,90,0.72,NZ,1684953178
474,plettenberg bay,-34.0527,23.3716,16.09,63,71,2.6,ZA,1684953178
475,canico,32.6333,-16.85,20.4,84,75,0.0,PT,1684953178
476,hammerfest,70.6634,23.6821,6.25,81,40,3.09,NO,1684953178
477,sassandra,4.95,-6.0833,27.13,85,99,2.93,CI,1684953179
478,coquimbo,-29.9533,-71.3436,18.85,68,0,5.14,CL,1684953116
479,azna,33.6095,48.9307,20.29,34,100,2.74,IR,1684953179
480,nagar karnul,16.4821,78.3247,32.84,34,100,4.12,IN,1684953179
481,lai chau,22.3997,103.4517,21.71,90,92,1.02,VN,1684953179
482,fallon,39.4735,-118.7774,22.73,41,40,3.09,US,1684953179
483,kargasok,59.0556,80.8572,7.36,50,100,2.68,RU,1684953179
484,tondano,1.3038,124.9112,21.05,92,96,0.7,ID,1684953179
485,villamontes,-21.25,-63.5,30.69,55,40,5.14,BO,1684953179
486,tra vinh,9.9347,106.3453,26.65,83,99,2.16,VN,1684953179
487,gamboma,-1.8764,15.8644,25.64,77,99,1.72,CG,1684953179
488,tianshui,34.5439,105.6897,15.0,79,100,0.24,CN,1684953180
489,san fernando de apure,7.8878,-67.4724,31.87,62,65,1.22,VE,1684953180
490,valladolid,41.5833,-4.6667,19.91,58,94,1.34,ES,1684952927
491,linqu,36.5156,118.5397,13.69,64,14,3.27,CN,1684953180
492,vizinga,61.0749,50.1031,16.52,63,80,1.99,RU,1684953180
493,urangan,-25.3,152.9,16.72,79,0,4.58,AU,1684953180
494,carnarvon,-24.8667,113.6333,19.52,79,99,8.03,AU,1684953180
495,forbes,-33.3833,148.0167,6.31,55,84,3.07,AU,1684953180
496,lepsy,46.235,78.9456,17.84,27,94,1.66,KZ,1684953180
497,wuwei,37.9281,102.6414,12.49,35,100,3.2,CN,1684953180
498,novoishimskiy,53.1981,66.7694,17.05,41,1,3.16,KZ,1684953181
499,cherepanovo,54.2222,83.381,6.16,54,0,3.44,RU,1684953138
500,santa barbara,34.7333,-120.0343,15.55,70,100,1.54,US,1684953181
501,santarem,-2.4431,-54.7083,32.07,74,40,4.63,BR,1684953042
502,lillehammer,61.1146,10.4674,11.61,56,59,4.14,NO,1684953186
503,amga,60.8953,131.9608,1.55,89,7,0.37,RU,1684953186
504,noshiro,40.2039,140.0242,8.29,91,0,2.35,JP,1684953186
505,belyy yar,53.6039,91.3903,2.94,52,0,2.0,RU,1684953187
506,ad douiem,14.0012,32.3116,35.21,10,4,1.96,SD,1684953187
507,zhaotong,27.3167,103.7167,15.36,89,100,2.14,CN,1684953188
508,mahbubnagar,16.7333,77.9833,33.07,31,99,4.56,IN,1684953079
509,bengkulu,-3.8004,102.2655,24.5,91,16,1.68,ID,1684953189
510,igarka,67.4667,86.5833,-2.04,94,18,3.67,RU,1684953189
511,teguise,29.0605,-13.564,20.12,56,40,4.63,ES,1684953190
512,djambala,-2.5447,14.7533,23.99,70,100,1.05,CG,1684953190
513,chibougamau,49.9168,-74.3659,3.79,70,100,5.66,CA,1684953191
514,taoudenni,22.6783,-3.9836,29.26,28,100,8.41,ML,1684953191
515,ferkessedougou,9.6,-5.2,29.38,62,96,0.7,CI,1684953191
516,utete,-7.986,38.758,21.36,93,99,1.71,TZ,1684953192
517,tweed heads,-28.1817,153.547,11.67,100,0,1.54,AU,1684953192
518,motueka,-41.1333,173.0167,7.28,87,3,1.87,NZ,1684953193
519,cockburn town,21.4612,-71.1419,27.73,72,12,1.69,TC,1684952940
520,sitangkai,4.6628,119.3928,29.09,70,100,3.91,PH,1684953193
521,severobaykal'sk,55.65,109.3167,-2.74,91,11,1.95,RU,1684953194
522,hithadhoo,-0.6,73.0833,28.35,74,100,3.57,MV,1684953195
523,brookings,44.3114,-96.7984,28.03,36,40,5.14,US,1684953195
524,forster,-32.1667,152.5167,10.6,56,69,2.77,AU,1684953196
525,pont rouge,48.8833,-72.0825,10.06,57,100,6.36,CA,1684953196
526,lorengau,-2.0226,147.2712,26.01,88,100,5.14,PG,1684953196
527,roma,43.2128,-75.4557,13.18,85,100,2.06,US,1684953171
528,kinkala,-4.3614,14.7644,23.9,85,51,1.04,CG,1684953197
529,lhokseumawe,5.1801,97.1507,26.65,86,100,2.84,ID,1684953197
530,sitka,57.0531,-135.33,8.94,93,100,0.0,US,1684953197
531,bonthe,7.5264,-12.505,28.41,78,100,2.4,SL,1684953197
532,kyshtovka,56.555,76.6271,10.15,44,100,2.88,RU,1684953197
533,nadi,-17.8,177.4167,22.0,78,40,3.09,FJ,1684953198
534,roses,42.262,3.1769,22.4,67,4,0.89,ES,1684953198
535,ibicui,-14.8417,-39.9867,25.39,59,76,2.2,BR,1684953198
536,nong phai,15.9903,101.0618,26.1,81,86,0.45,TH,1684953199
537,sittwe,20.15,92.9,28.49,76,75,3.09,MM,1684953200
538,prince rupert,54.3161,-130.3201,12.05,77,100,2.57,CA,1684953041
539,nyagan,62.1406,65.3936,12.17,87,0,1.3,RU,1684953131
540,masterton,-40.9597,175.6575,5.01,96,5,1.05,NZ,1684953201
541,ampanihy,-24.7,44.75,15.91,66,60,2.85,MG,1684953202
542,las palmas,28.4204,-14.0131,21.44,49,40,6.69,ES,1684953202
543,bhamo,24.2667,97.2333,21.84,97,81,1.16,MM,1684953203
544,turkmenbasy,40.0222,52.9552,24.43,38,0,3.09,TM,1684953203
545,kencong,-8.2833,113.3667,23.49,92,42,1.49,ID,1684953203
546,droichead nua,53.1819,-6.7967,15.38,84,100,3.02,IE,1684953203
547,moncton,46.1159,-64.8019,21.85,23,40,6.17,CA,1684953101
548,ghat,24.9647,10.1728,33.3,12,100,2.73,LY,1684953204
549,siwa oasis,29.2041,25.5195,29.53,23,53,3.74,EG,1684953204
550,domna,51.8971,113.1573,8.09,56,69,4.0,RU,1684953204
551,rawson,-43.3002,-65.1023,16.52,21,100,9.76,AR,1684953205
552,luwuk,-0.9516,122.7875,25.2,86,100,2.29,ID,1684953205
553,nizhnesortymskiy,62.4397,71.7603,11.61,51,100,3.83,RU,1684953205
554,praia,14.9215,-23.5087,26.3,61,0,9.26,CV,1684953205
555,revda,56.801,59.9303,15.26,53,15,1.12,RU,1684953206
556,inarajan village,13.2736,144.7484,26.54,91,100,24.04,GU,1684953206
557,karratha,-20.7377,116.8463,19.92,35,2,3.17,AU,1684953206
558,haapsalu,58.9431,23.5414,13.49,75,27,2.08,EE,1684952954
559,nagqu,31.5,92.0,1.99,61,100,2.1,CN,1684953206
560,pontevedra,42.431,-8.6444,24.3,62,94,1.21,ES,1684953180
561,medias,46.1667,24.35,19.92,86,92,0.99,RO,1684953207
562,balikpapan,-1.2675,116.8289,24.55,94,20,1.54,ID,1684953207
